Customer ID,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Age,Under 30,Married,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category
5572-ZDXHY,Santa Rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,85,5313,Network reliability,25,Yes,No,0,No,0,22,None,29.07,Fiber Optic,52,No,No,Yes,Yes,84.3,0.0,0,639.54,2495.19,1,Churned,Competitor
3750-CKVKH,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know,58,No,No,0,No,0,2,None,11.75,Fiber Optic,4,No,No,No,Yes,67.75,0.0,0,23.5,140.15,2,Churned,Other
8063-GBATB,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,80,5172,Competitor had better devices,74,No,No,0,No,0,27,None,31.17,Fiber Optic,25,No,No,Yes,Yes,85.25,0.0,0,841.59,3128.84,1,Churned,Competitor
4547-KQRTM,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,Competitor offered higher download speeds,60,No,No,0,No,0,10,None,49.7,Fiber Optic,10,No,No,No,Yes,80.05,0.0,0,497.0,1327.7,1,Churned,Competitor
4877-EVATK,Elk,95432,"39.108252, -123.645121",39.108252,-123.645121,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20,Yes,1,83,3657,Competitor offered more data,30,No,No,0,No,0,1,None,46.77,None,0,No,No,No,No,20.0,0.0,0,46.77,66.77000000000001,2,Churned,Attitude
7639-SUPCW,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,100,2270,Competitor made better offer,32,No,No,0,No,0,22,None,3.95,DSL,30,No,No,No,No,48.8,0.0,20,86.9,1161.5,1,Churned,Competitor
1069-XAIEM,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,96,2975,Competitor had better devices,68,No,No,0,No,0,1,None,16.37,Fiber Optic,7,No,No,Yes,Yes,85.05,0.0,0,16.37,101.42,1,Churned,Competitor
4658-HCOHW,Redwood Valley,95470,"39.298065, -123.25211",39.298065,-123.25211,Female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1,100,3123,Competitor had better devices,52,No,Yes,0,Yes,1,21,None,16.67,Fiber Optic,3,Yes,Yes,Yes,Yes,102.8,0.0,0,350.0700000000001,2460.22,1,Churned,Competitor
3440-JPSCL,Sonoma,95476,"38.25485, -122.461799",38.25485,-122.461799,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,87,3722,Competitor offered higher download speeds,26,Yes,No,0,No,0,6,None,5.16,Fiber Optic,59,Yes,Yes,Yes,Yes,99.95,0.0,0,30.96,578.61,2,Churned,Competitor
2889-FPWRM,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,100,4432,Competitor offered higher download speeds,31,No,Yes,0,Yes,1,72,None,34.87,Fiber Optic,8,Yes,Yes,Yes,Yes,117.8,0.0,0,2510.64,11195.44,2,Churned,Competitor
6987-XQSJT,Blue Lake,95525,"40.94338, -123.831799",40.94338,-123.831799,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,78,5684,Competitor offered higher download speeds,68,No,No,0,No,0,54,None,45.77,Fiber Optic,10,No,No,No,Yes,79.5,0.0,0,2471.58,6841.83,1,Churned,Attitude
4290-BSXUX,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data,33,No,Yes,0,Yes,1,3,None,43.27,Fiber Optic,17,No,Yes,No,Yes,79.65,0.0,0,129.81,381.56,1,Churned,Competitor
0325-XBFAC,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,1,94,5811,Competitor offered more data,44,No,No,0,No,0,8,None,19.49,Fiber Optic,10,Yes,No,Yes,No,94.7,0.0,80,155.92,976.2199999999999,1,Churned,Competitor
2462-XIIJB,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,1,73,2810,Competitor offered more data,33,No,No,0,No,0,5,None,3.25,Fiber Optic,25,Yes,No,No,Yes,92.5,0.0,0,16.25,468.95,2,Churned,Competitor
4760-XOHVN,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.805913,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Yes,1,84,2865,Competitor made better offer,54,No,Yes,2,Yes,1,1,None,28.73,None,0,No,No,No,No,19.45,0.0,0,28.73,48.18,2,Churned,Competitor
7817-BOQPW,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,32,No,No,0,No,0,2,None,41.37,Fiber Optic,28,No,No,No,Yes,75.55,0.0,0,82.74,249.04,2,Churned,Competitor
1853-UDXBW,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70,Yes,1,85,2485,Price too high,38,No,Yes,0,Yes,1,1,None,38.8,Fiber Optic,4,No,No,No,Yes,70.0,0.0,0,38.8,108.8,2,Churned,Price
5458-CQJTA,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,Male,No,Yes,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,Product dissatisfaction,56,No,Yes,0,Yes,1,65,Offer B,40.47,DSL,30,No,Yes,Yes,Yes,74.8,0.0,0,2630.55,7450.699999999999,1,Churned,Dissatisfaction
5219-YIPTK,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,1,71,3185,Service dissatisfaction,46,No,Yes,0,Yes,1,33,None,11.32,Fiber Optic,12,Yes,No,Yes,Yes,104.4,0.0,0,373.56,3783.16,1,Churned,Dissatisfaction
3540-RZJYU,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,1,90,5829,Lack of self-service on Website,21,Yes,No,0,No,0,15,None,20.03,Fiber Optic,59,No,No,Yes,No,86.2,0.0,100,300.45,1670.65,1,Churned,Dissatisfaction
2091-MJTFX,Auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Yes,1,79,4568,Network reliability,57,No,Yes,2,Yes,1,30,None,0.0,DSL,12,No,Yes,Yes,Yes,51.2,0.0,0,0.0,1561.5,3,Churned,Dissatisfaction
0883-EIBTI,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,Yes,1,82,2484,Limited range of services,23,Yes,No,0,No,0,2,None,28.02,None,0,No,No,No,No,19.5,0.0,0,56.04,87.59,3,Churned,Dissatisfaction
0722-TROQR,Davis,95616,"38.508735, -121.678813",38.508735,-121.678813,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,1,78,2122,Lack of affordable download/upload speed,68,No,No,0,No,0,4,None,26.23,Fiber Optic,29,No,No,No,Yes,74.9,0.0,0,104.92,426.67,1,Churned,Price
7571-YXDAD,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,1,93,2078,Long distance charges,37,No,No,0,No,0,2,None,38.28,Fiber Optic,18,No,No,No,Yes,74.9,0.0,0,76.56,223.71,1,Churned,Price
3393-FMZPV,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges,59,No,No,0,No,0,25,None,36.24,Fiber Optic,3,No,No,Yes,Yes,100.25,0.0,0,906.0,3293.75,1,Churned,Price
6402-ZFPPI,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Yes,1,94,4969,Price too high,75,No,No,0,No,0,25,None,36.5,Fiber Optic,30,No,No,No,Yes,102.8,0.0,0,912.5,3572.7,1,Churned,Price
7486-KSRVI,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes,1,93,4760,Product dissatisfaction,56,No,No,0,No,0,43,Offer B,39.37,Fiber Optic,23,No,Yes,Yes,No,100.0,0.0,140,1692.91,6044.46,1,Churned,Dissatisfaction
8443-WVPSS,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction,58,No,Yes,0,Yes,5,10,None,43.28,Fiber Optic,12,No,Yes,Yes,Yes,99.85,0.0,0,432.8,1423.7,1,Churned,Dissatisfaction
3006-XIMLN,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.837669,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website,34,No,No,0,No,0,2,None,42.89,Fiber Optic,13,No,No,Yes,Yes,94.2,0.0,0,85.78,279.58,2,Churned,Dissatisfaction
9965-YOKZB,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability,73,No,No,0,No,0,9,None,10.04,Fiber Optic,13,No,No,No,Yes,83.85,0.0,0,90.35999999999999,880.51,1,Churned,Dissatisfaction
0504-HHAPI,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,1,96,2420,Don't know,72,No,No,0,No,0,27,None,16.94,Fiber Optic,11,Yes,No,No,Yes,88.3,0.0,0,457.3800000000001,2925.13,3,Churned,Other
6305-YLBMM,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,No,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262,Yes,1,100,4254,Attitude of service provider,50,No,No,0,No,0,69,None,2.52,Fiber Optic,24,Yes,Yes,Yes,Yes,104.05,0.0,0,173.88,7435.88,3,Churned,Attitude
3647-GMGDH,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes,1,72,5615,Attitude of support person,52,No,Yes,0,Yes,7,22,None,37.8,Fiber Optic,15,Yes,No,Yes,Yes,94.7,0.0,0,831.5999999999999,2746.5,2,Churned,Attitude
3791-LGQCY,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person,68,No,Yes,0,Yes,1,56,None,33.81,Cable,29,Yes,No,No,No,100.65,0.0,130,1893.36,7711.41,1,Churned,Attitude
8166-ZZTFS,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,1,94,4400,Attitude of support person,74,No,Yes,0,Yes,1,66,None,21.7,Cable,3,Yes,No,No,Yes,80.55,0.0,0,1432.2,6697.3,3,Churned,Attitude
2956-GGUCQ,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,Yes,1,65,3079,Attitude of service provider,71,No,Yes,0,Yes,1,24,None,2.05,Fiber Optic,22,No,No,No,Yes,78.85,0.0,0,49.2,1821.45,1,Churned,Attitude
6595-COKXZ,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes,1,65,4879,Attitude of service provider,63,No,No,0,No,0,1,Offer E,48.31,Cable,22,No,No,No,Yes,44.45,0.0,0,48.31,92.76,3,Churned,Attitude
0362-ZBZWJ,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,1,69,2455,Attitude of service provider,46,No,No,0,No,0,36,None,24.66,Fiber Optic,22,No,No,Yes,Yes,84.9,0.0,0,887.76,3954.96,1,Churned,Attitude
4211-MMAZN,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,Yes,1,89,2959,Attitude of support person,41,No,No,0,No,0,1,Offer E,23.16,None,0,No,No,No,No,20.25,0.0,0,23.16,43.41,1,Churned,Attitude
4274-OWWYO,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,66,5633,Deceased,56,No,No,0,No,0,1,None,4.8,Fiber Optic,11,No,No,No,Yes,74.35,0.0,0,4.8,79.14999999999999,3,Churned,Other
1541-ETJZO,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes,1,86,2937,Moved,58,No,No,0,No,0,1,Offer E,47.83,DSL,12,Yes,Yes,No,No,62.05,0.0,10,47.83,119.88,2,Churned,Other
4106-HADHQ,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Male,No,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,3182.95,Yes,1,76,2704,Moved,42,No,Yes,0,Yes,1,39,None,35.7,DSL,9,Yes,Yes,Yes,Yes,80.0,0.0,0,1392.3,4575.25,1,Churned,Other
2369-UAPKZ,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes,1,76,3131,Moved,43,No,No,0,No,0,5,Offer E,38.89,Fiber Optic,8,Yes,No,Yes,Yes,104.1,0.0,0,194.45,736.3499999999999,3,Churned,Other
2778-OCLGR,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,Male,Yes,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,1,89,4591,Competitor had better devices,75,No,Yes,0,Yes,1,24,None,0.0,DSL,5,No,No,No,Yes,39.1,0.0,0,0.0,971.3,1,Churned,Competitor
0637-KVDLV,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,1,80,5944,Don't know,30,No,No,0,No,0,2,Offer E,17.22,Fiber Optic,30,No,No,No,Yes,76.5,0.0,0,34.44,196.89,1,Churned,Other
6633-MPWBS,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,Male,No,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,Yes,1,73,4336,Competitor offered more data,47,No,No,0,No,0,5,Offer E,7.31,DSL,18,No,Yes,No,Yes,49.2,0.0,0,36.55,253.45,1,Churned,Competitor
8785-EPNCG,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,245.2,Yes,1,65,5671,Competitor made better offer,42,No,No,0,No,0,11,None,30.91,None,0,No,No,No,No,23.15,0.0,0,340.01,585.21,1,Churned,Competitor
5729-KLZAR,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,Yes,1,73,2961,Competitor had better devices,22,Yes,Yes,0,Yes,1,4,Offer E,44.28,Fiber Optic,59,No,No,Yes,No,80.85,0.0,40,177.12,519.87,1,Churned,Competitor
1582-RAFML,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,60.1,Yes,1,88,5654,Competitor had better devices,26,Yes,No,0,No,0,1,Offer E,23.63,Cable,85,No,Yes,No,Yes,60.1,0.0,0,23.63,83.73,1,Churned,Competitor
8740-CRYFY,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,1,75,2038,Competitor offered higher download speeds,62,No,No,0,No,0,1,Offer E,23.96,Fiber Optic,22,No,No,No,Yes,78.95,0.0,0,23.96,102.91,2,Churned,Competitor
2962-XPMCQ,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes,1,81,2699,Competitor offered higher download speeds,56,No,No,0,No,0,2,Offer E,6.47,DSL,21,No,No,No,Yes,45.15,0.0,0,12.94,111.44,2,Churned,Competitor
1678-FYZOW,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,1,97,2448,Competitor offered higher download speeds,28,Yes,No,0,No,0,3,Offer E,46.6,Fiber Optic,76,No,No,No,Yes,79.4,0.0,0,139.8,384.45,1,Churned,Competitor
8627-EHGIP,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,Male,No,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,Yes,1,100,3051,Competitor offered more data,38,No,No,0,No,0,44,Offer B,0.0,Cable,4,Yes,No,Yes,Yes,53.95,0.0,0,0.0,2375.4,2,Churned,Competitor
5480-TBGPH,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,Female,No,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes,1,69,4811,Competitor offered more data,63,No,Yes,0,No,0,24,None,44.96,Fiber Optic,28,Yes,No,Yes,Yes,99.3,0.0,0,1079.04,3510.39,3,Churned,Competitor
8854-CCVSQ,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,95,3788,Competitor offered more data,58,No,No,0,No,0,18,None,38.87,Fiber Optic,7,No,No,No,No,80.65,0.0,30,699.66,2181.56,2,Churned,Competitor
0511-JTEOY,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,1,98,5824,Competitor made better offer,41,No,No,0,No,0,1,Offer E,10.19,Fiber Optic,9,No,No,No,Yes,71.1,0.0,0,10.19,81.28999999999999,2,Churned,Competitor
7067-KSAZT,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes,1,69,5965,Competitor made better offer,66,No,Yes,0,Yes,1,65,None,18.69,Fiber Optic,30,Yes,No,No,Yes,106.25,0.0,0,1214.85,8194.65,1,Churned,Competitor
6532-YLWSI,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,Yes,1,78,4166,Price too high,25,Yes,Yes,0,Yes,1,53,Offer B,37.85,None,0,No,No,No,No,20.8,0.0,0,2006.05,3027.85,3,Churned,Price
9300-AGZNL,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94,Yes,1,67,4176,Product dissatisfaction,76,No,No,0,No,0,1,None,21.85,Fiber Optic,29,No,No,No,Yes,94.0,0.0,0,21.85,115.85,1,Churned,Dissatisfaction
1112-CUNAO,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,Yes,1,99,2668,Service dissatisfaction,67,No,No,0,No,0,15,Offer D,4.28,Fiber Optic,6,No,No,No,Yes,89.85,0.0,0,64.2,1489.15,2,Churned,Dissatisfaction
5175-AOBHI,Hamilton City,95951,"39.732767, -122.042298",39.732767,-122.042298,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes,1,97,5246,Lack of self-service on Website,48,No,No,0,No,0,4,None,15.07,Cable,16,No,No,No,Yes,46.0,0.0,0,60.28,253.88,1,Churned,Dissatisfaction
5174-RNGBH,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77697,Female,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,Yes,1,67,5515,Network reliability,27,Yes,No,0,No,0,9,None,24.81,Cable,69,No,Yes,No,No,66.25,0.0,10,223.29,853.8399999999999,3,Churned,Dissatisfaction
7270-BDIOA,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,Yes,1,95,4739,Limited range of services,60,No,No,0,No,0,22,None,12.19,Fiber Optic,23,No,Yes,No,Yes,90.0,0.0,0,268.18,2261.98,2,Churned,Dissatisfaction
9565-JSNFM,Meadow Valley,95956,"39.937017, -121.058043",39.937017,-121.058043,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes,1,82,5437,Lack of affordable download/upload speed,39,No,No,0,No,0,38,None,33.71,Fiber Optic,17,No,No,No,Yes,70.45,0.0,0,1280.98,3878.58,3,Churned,Price
0607-DAAHE,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,1,66,6265,Long distance charges,62,No,No,0,No,0,53,Offer B,26.21,None,0,No,No,No,No,19.75,0.0,0,1389.13,2441.48,3,Churned,Price
9732-KPKBW,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,1,90,2771,Extra data charges,49,No,No,0,No,0,1,None,31.16,DSL,11,No,Yes,No,Yes,53.95,0.0,0,31.16,85.11,1,Churned,Price
3389-YGYAI,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,1,72,5546,Price too high,79,No,No,0,No,0,8,None,45.16,Fiber Optic,15,Yes,No,No,Yes,105.5,0.0,0,361.28,1190.83,3,Churned,Price
